순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
1181,075180,새론오토모티브,"6,270","-30","-0.5","5,230","33,231,360","6,360","6,540","6,270","120,384,000,000","0.01","19,200,000",,,
1182,013360,일성건설,"2,225","30","1.4","946,872","2,147,586,655","2,195","2,385","2,165","120,205,358,000","0.01","54,024,880",,,
1183,264450,유비쿼스,"23,350","450","2.0","19,341","451,044,650","22,800","23,550","22,800","119,644,349,250","0.01","5,123,955",,,
1184,048910,대원미디어,"9,480","350","3.8","270,768","2,559,007,260","9,230","9,590","9,130","119,248,408,080","0.01","12,578,946",,,
1185,004720,우리들제약,"10,300","-100","-1.0","171,773","1,777,588,550","10,400","10,500","10,250","119,174,337,200","0.01","11,570,324",,,
1186,036090,위지트,"1,635","5","0.3","1,120,260","1,823,857,235","1,655","1,660","1,600","118,945,126,755","0.01","72,749,313",,,
1187,005010,휴스틸,"16,850","-400","-2.3","178,058","3,017,710,650","17,300","17,650","16,400","118,864,971,850","0.01","7,054,301",,,
1188,035620,바른손이앤에이,"1,750","10","0.6","1,073,844","1,851,657,105","1,735","1,775","1,700","118,817,478,500","0.01","67,895,702",,,
1189,014710,사조씨푸드,"6,900","20","0.3","25,623","176,805,640","6,850","6,980","6,840","118,807,946,700","0.01","17,218,543",,,
1190,063440,SM Life Design,"3,100","155","5.3","13,055,043","40,840,195,220","2,950","3,330","2,860","118,754,412,500","0.01","38,307,875",,,
1191,010690,화신,"3,400","-20","-0.6","37,173","126,257,755","3,405","3,470","3,385","118,729,394,000","0.01","34,920,410",,,
1192,054180,중앙오션,"5,230","-180","-3.3","132,997","700,951,820","5,440","5,440","5,200","118,587,007,400","0.01","22,674,380",,,
1193,221840,하이즈항공,"6,700","-10","-0.2","25,295","168,287,240","6,680","6,720","6,600","118,564,318,900","0.01","17,696,167",,,
1194,083930,아바코,"7,390","380","5.4","62,815","453,615,990","7,000","7,400","7,000","118,214,171,950","0.01","15,996,505",,,
1195,013810,스페코,"8,050","1,750","27.8","8,452,070","68,247,129,040","8,150","8,190","7,660","117,976,533,500","0.01","14,655,470",,,
1196,071970,STX중공업,"4,750","-15","-0.3","178,397","850,874,150","4,720","4,885","4,720","117,975,018,500","0.01","24,836,846",,,
1197,093920,서원인텍,"6,340","-30","-0.5","49,539","312,093,450","6,410","6,440","6,220","117,924,000,000","0.01","18,600,000",,,
1198,056090,유앤아이,"15,300","200","1.3","45,162","685,247,550","15,100","15,350","14,900","117,850,422,600","0.01","7,702,642",,,
1199,069510,에스텍,"10,800","-50","-0.5","3,647","39,264,850","10,850","10,850","10,700","117,828,000,000","0.01","10,910,000",,,
1200,057540,옴니시스템,"2,895","75","2.7","1,194,115","3,422,635,415","2,850","2,935","2,810","117,765,748,425","0.01","40,679,015",,,
1201,093320,케이아이엔엑스,"24,100","100","0.4","34,683","838,209,450","24,700","24,700","23,650","117,608,000,000","0.01","4,880,000",,,
1202,004910,조광페인트,"9,160","190","2.1","19,505","175,377,930","9,000","9,180","8,880","117,248,000,000","0.01","12,800,000",,,
1203,010040,한국내화,"5,120","-140","-2.7","754,281","3,888,245,690","5,180","5,330","5,080","117,061,795,840","0.01","22,863,632",,,
1204,109070,컨버즈,"10,100","120","1.2","454,711","4,545,439,620","10,000","10,250","9,750","116,972,321,800","0.01","11,581,418",,,
1205,000500,가온전선,"28,100","-700","-2.4","14,032","401,349,150","28,800","29,300","28,100","116,905,750,700","0.01","4,160,347",,,
1206,011090,에넥스,"1,945","-15","-0.8","282,156","548,812,265","1,950","1,975","1,925","116,683,741,745","0.01","59,991,641",,,
1207,037350,성도이엔지,"7,530","0","0.0","48,219","362,163,960","7,630","7,650","7,440","116,489,100,000","0.01","15,470,000",,,
1208,094820,일진파워,"7,710","-80","-1.0","175,907","1,371,825,840","7,780","7,970","7,700","116,256,846,390","0.01","15,078,709",,,
1209,149950,아바텍,"7,440","-10","-0.1","13,565","100,007,640","7,440","7,450","7,330","116,119,800,000","0.01","15,607,500",,,
1210,047820,초록뱀,"1,790","5","0.3","1,552,534","2,799,922,370","1,800","1,825","1,775","116,063,462,170","0.01","64,839,923",,,
1211,002880,대유에이텍,"1,260","-10","-0.8","646,698","820,028,730","1,270","1,300","1,260","115,784,247,600","0.01","91,892,260",,,
1212,068330,일신바이오,"2,615","0","0.0","1,027,824","2,711,459,735","2,640","2,685","2,600","115,625,206,100","0.01","44,216,140",,,
1213,263600,덕우전자,"14,250","50","0.4","28,391","402,219,900","14,200","14,300","14,000","115,568,440,500","0.01","8,110,066",,,
1214,002820,선창산업,"9,140","350","4.0","678,790","6,104,652,970","8,790","9,350","8,510","115,237,019,460","0.01","12,607,989",,,
1215,134380,미원화학,"52,700","-300","-0.6","318","16,753,500","52,600","53,700","52,300","115,158,986,000","0.01","2,185,180",,,
1216,048470,대동스틸,"11,500","300","2.7","1,621,681","19,067,121,350","11,000","12,650","11,000","115,000,000,000","0.01","10,000,000",,,
1217,241820,피씨엘,"12,850","150","1.2","49,502","630,335,150","12,600","13,050","12,400","114,893,957,400","0.01","8,941,164",,,
1218,204990,현성바이탈,"3,630","-50","-1.4","168,646","603,055,685","3,600","3,665","3,520","114,889,946,490","0.01","31,650,123",,,
1219,002230,피에스텍,"5,840","-100","-1.7","227,930","1,338,196,730","6,000","6,010","5,800","114,868,379,120","0.01","19,669,243",,,
1220,217500,러셀,"3,715","-320","-7.9","1,339,633","5,193,190,890","4,070","4,125","3,665","114,466,580,000","0.01","30,812,000",,,
1221,040420,정상제이엘에스,"7,290","40","0.6","10,812","78,601,120","7,280","7,290","7,220","114,289,354,080","0.01","15,677,552",,,
1222,082800,루미마이크로,"2,720","135","5.2","3,173,660","8,513,446,410","2,645","2,800","2,500","114,235,871,040","0.01","41,998,482",,,
1223,023760,한국캐피탈,"679","2","0.3","114,685","77,620,008","678","681","672","114,214,302,104","0.01","168,209,576",,,
1224,047400,유니온머티리얼,"2,710","40","1.5","66,788","181,094,590","2,650","2,740","2,650","113,820,000,000","0.01","42,000,000",,,
1225,011150,CJ씨푸드,"3,165","165","5.5","326,190","1,008,828,000","2,980","3,165","2,980","113,720,896,545","0.01","35,930,773",,,
1226,021040,대호피앤씨,"1,555","-25","-1.6","5,544,685","8,945,605,660","1,605","1,795","1,470","113,690,444,430","0.01","73,112,826",,,
1227,040160,누리텔레콤,"9,420","-110","-1.2","32,579","307,987,840","9,510","9,660","9,360","113,563,139,700","0.01","12,055,535",,,
1228,017550,수산중공업,"2,100","35","1.7","1,379,304","2,910,851,725","2,050","2,180","2,050","113,368,842,300","0.01","53,985,163",,,
1229,094170,동운아나텍,"17,250","250","1.5","50,892","866,761,250","16,750","17,450","16,650","112,845,515,250","0.01","6,541,769",,,
1230,006980,우성사료,"3,650","195","5.6","1,501,434","5,515,199,530","3,495","3,780","3,430","112,785,000,000","0.01","30,900,000",,,
1231,159580,제로투세븐,"9,170","560","6.5","187,579","1,665,525,730","8,610","9,280","8,200","112,699,300,000","0.01","12,290,000",,,
1232,045970,코아시아홀딩스,"5,980","130","2.2","26,172","155,521,050","5,850","6,010","5,840","112,670,615,200","0.01","18,841,240",,,
1233,088130,동아엘텍,"10,100","-100","-1.0","38,217","388,143,000","10,250","10,300","10,100","112,617,989,600","0.01","11,150,296",,,
1234,024950,삼천리자전거,"8,440","30","0.4","14,390","120,894,900","8,520","8,520","8,360","112,028,989,880","0.01","13,273,577",,,
1235,100840,S&TC,"15,350","0","0.0","14,363","219,745,650","15,350","15,550","15,100","112,011,252,500","0.01","7,297,150",,,
1236,123330,제닉,"16,000","250","1.6","83,939","1,360,773,650","15,900","16,500","15,900","112,000,000,000","0.01","7,000,000",,,
1237,058860,케이티스,"3,210","75","2.4","128,475","406,519,210","3,150","3,215","3,090","111,714,420,000","0.01","34,802,000",,,
1238,100090,삼강엠앤티,"5,890","-10","-0.2","343,716","2,033,680,230","5,940","6,070","5,830","111,709,840,130","0.01","18,966,017",,,
1239,063160,종근당바이오,"21,350","-450","-2.1","8,971","192,486,250","21,750","21,750","21,350","111,649,590,150","0.01","5,229,489",,,
1240,036670,KCI,"9,900","-60","-0.6","120,500","1,216,786,350","9,990","10,300","9,900","111,573,000,000","0.01","11,270,000",,,
1241,189300,인텔리안테크,"15,400","-150","-1.0","18,692","286,172,250","15,250","15,500","15,150","111,510,537,600","0.01","7,240,944",,,
1242,043650,국순당,"6,240","40","0.6","54,078","335,100,300","6,280","6,280","6,160","111,435,816,960","0.01","17,858,304",,,
1243,078140,대봉엘에스,"10,050","90","0.9","69,131","696,344,210","10,050","10,250","9,920","111,420,118,950","0.01","11,086,579",,,
1244,058530,크레아플래닛,"1,915","5","0.3","841,569","1,610,604,665","1,910","1,955","1,875","111,388,269,170","0.01","58,166,198",,,
1245,049630,재영솔루텍,"2,435","10","0.4","2,776,715","6,814,470,990","2,455","2,565","2,380","111,268,678,860","0.01","45,695,556",,,
1246,073640,삼원테크,"2,605","85","3.4","271,843","706,128,930","2,560","2,640","2,550","111,099,256,535","0.01","42,648,467",,,
1247,036010,아비코전자,"8,340","-460","-5.2","329,977","2,763,243,800","8,720","8,790","8,210","110,863,069,560","0.01","13,292,934",,,
1248,011785,금호석유우,"36,600","500","1.4","9,247","337,746,550","36,550","36,800","36,150","110,659,587,600","0.01","3,023,486",,,
1249,058850,KTcs,"2,585","40","1.6","132,821","341,188,420","2,540","2,595","2,540","110,340,725,000","0.01","42,685,000",,,
1250,088390,이녹스,"11,800","350","3.1","145,856","1,739,008,050","11,450","12,300","11,400","110,339,959,200","0.01","9,350,844",,,
1251,003580,동원,"5,750","100","1.8","103,048","598,093,230","5,600","5,900","5,600","110,291,325,000","0.01","19,181,100",,,
1252,156100,엘앤케이바이오,"11,100","-150","-1.3","121,390","1,322,536,200","11,200","11,200","10,750","110,182,618,200","0.01","9,926,362",,,
1253,099660,한솔신텍,"1,720","-65","-3.6","5,392,184","9,332,178,850","1,800","1,800","1,670","110,058,675,440","0.01","63,987,602",,,
1254,038460,바이오스마트,"5,730","230","4.2","321,074","1,822,198,190","5,520","5,750","5,510","109,865,501,550","0.01","19,173,735",,,
1255,012800,대창,"1,205","-20","-1.6","1,180,916","1,436,658,705","1,235","1,250","1,200","109,824,301,295","0.01","91,140,499",,,
1256,072470,우리산업홀딩스,"5,810","10","0.2","9,423","54,805,090","5,810","5,850","5,760","109,735,451,210","0.01","18,887,341",,,
1257,004080,신흥,"11,400","50","0.4","3,601","41,010,050","11,550","11,750","11,200","109,440,000,000","0.01","9,600,000",,,
1258,006370,대구백화점,"10,100","-50","-0.5","16,520","166,540,060","10,350","10,400","9,940","109,298,271,100","0.01","10,821,611",,,
1259,065680,우주일렉트로,"11,000","-150","-1.4","7,359","81,329,150","11,150","11,200","10,950","109,276,420,000","0.01","9,934,220",,,
1260,066410,투윈글로벌,"1,770","-230","-11.5","12,975,729","22,887,031,925","2,025","2,035","1,565","109,157,551,410","0.01","61,670,933",,,
1261,079940,가비아,"8,060","350","4.5","120,175","948,599,710","7,710","8,070","7,660","109,097,613,040","0.01","13,535,684",,,
1262,060230,이그잭스,"2,190","-90","-4.0","416,738","922,071,975","2,280","2,325","2,160","109,081,530,420","0.01","49,808,918",,,
1263,053450,세코닉스,"9,670","60","0.6","34,339","329,136,380","9,720","9,720","9,520","108,776,969,370","0.01","11,248,911",,,
1264,046070,코다코,"2,780","-10","-0.4","160,159","448,977,600","2,805","2,830","2,780","108,598,631,680","0.01","39,064,256",,,
1265,063760,이엘피,"22,100","50","0.2","10,598","232,226,600","22,050","22,250","21,700","108,411,550,000","0.01","4,905,500",,,
1266,078070,유비쿼스홀딩스,"5,230","-90","-1.7","53,749","281,766,100","5,310","5,310","5,190","108,243,364,440","0.01","20,696,628",,,
1267,005750,대림B&Co,"6,480","70","1.1","43,404","282,499,900","6,410","6,600","6,400","108,036,115,200","0.01","16,672,240",,,
1268,054220,비츠로시스,"2,460","45","1.9","4,556,094","11,077,976,940","2,390","2,495","2,380","107,990,091,060","0.01","43,898,411",,,
1269,068930,디지털대성,"4,795","130","2.8","88,382","420,647,800","4,665","4,830","4,640","107,622,446,785","0.01","22,444,723",,,
1270,228340,동양파일,"5,380","210","4.1","160,576","866,370,250","5,260","5,540","5,220","107,600,000,000","0.01","20,000,000",,,
1271,038870,에코바이오,"9,320","0","0.0","72,246","676,454,940","9,330","9,500","9,260","107,436,225,440","0.01","11,527,492",,,
1272,007590,동방아그로,"7,880","260","3.4","20,030","157,469,810","7,620","7,960","7,620","107,306,506,760","0.01","13,617,577",,,
1273,053280,예스24,"6,230","-120","-1.9","391,948","2,446,297,220","6,340","6,490","6,100","107,156,000,000","0.01","17,200,000",,,
1274,001550,조비,"20,600","1,600","8.4","288,972","5,797,827,600","19,350","20,600","19,000","106,960,123,400","0.01","5,192,239",,,
1275,002700,신일산업,"1,505","10","0.7","613,068","924,800,910","1,515","1,525","1,490","106,926,519,105","0.01","71,047,521",,,
1276,069640,한세엠케이,"8,280","310","3.9","32,987","269,921,130","7,910","8,310","7,910","106,889,186,160","0.01","12,909,322",,,
1277,065130,탑엔지니어링,"6,690","-150","-2.2","69,492","463,898,840","6,840","6,840","6,600","106,881,159,330","0.01","15,976,257",,,
1278,023800,인지컨트롤스,"7,030","10","0.1","80,978","573,798,180","6,990","7,200","6,900","106,575,699,840","0.01","15,160,128",,,
1279,014190,원익큐브,"3,010","25","0.8","1,364,929","4,145,122,780","3,020","3,100","2,955","106,553,717,060","0.01","35,399,906",,,
1280,065150,MP그룹,"1,315","0","0.0","0","0","0","0","0","106,263,055,205","0.01","80,808,407",,,
1281,080000,에스엔유,"3,380","-65","-1.9","74,950","254,411,890","3,460","3,470","3,370","105,625,000,000","0.01","31,250,000",,,
1282,171090,선익시스템,"17,600","600","3.5","18,230","320,784,700","17,800","17,800","17,150","105,600,000,000","0.01","6,000,000",,,
1283,060370,KT서브마린,"4,820","20","0.4","124,233","600,877,495","4,875","4,940","4,775","105,558,000,000","0.01","21,900,000",,,
1284,068290,삼성출판사,"10,550","100","1.0","81,890","856,285,950","10,400","10,700","10,200","105,500,000,000","0.01","10,000,000",,,
1285,011700,한신기계,"3,250","25","0.8","146,924","469,447,660","3,230","3,260","3,150","105,449,990,750","0.01","32,446,151",,,
1286,195990,유지인트,"1,320","5","0.4","1,785,268","2,355,292,470","1,310","1,355","1,295","105,448,342,560","0.01","79,885,108",,,
1287,119850,지엔씨에너지,"6,470","200","3.2","1,081,598","7,056,741,040","6,640","6,730","6,300","105,434,007,160","0.01","16,295,828",,,
1288,179900,유티아이,"19,750","-950","-4.6","26,855","530,793,100","20,700","20,700","19,300","105,309,863,750","0.01","5,332,145",,,
1289,015590,큐로,"842","-1","-0.1","1,453,589","1,226,494,889","855","865","820","105,024,887,932","0.01","124,732,646",,,
1290,000300,대유플러스,"1,190","-55","-4.4","488,306","597,381,545","1,245","1,265","1,190","104,863,425,940","0.01","88,120,526",,,
1291,192250,케이사인,"1,620","-25","-1.5","468,175","754,993,645","1,620","1,630","1,595","104,767,436,340","0.01","64,671,257",,,
1292,043200,파루,"3,530","30","0.9","237,562","833,977,170","3,515","3,545","3,490","104,726,511,510","0.01","29,667,567",,,
1293,101160,월덱스,"6,340","-50","-0.8","107,326","689,272,310","6,400","6,500","6,330","104,679,695,620","0.01","16,510,993",,,
1294,039010,현대통신,"12,100","0","0.0","42,481","513,457,950","12,100","12,250","11,950","104,362,500,000","0.01","8,625,000",,,
1295,206400,엔터메이트,"2,360","20","0.8","223,886","520,757,700","2,345","2,385","2,300","104,305,965,480","0.01","44,197,443",,,
1296,220100,퓨쳐켐,"18,550","-200","-1.1","8,669","159,745,300","18,500","18,800","18,200","104,290,678,450","0.01","5,622,139",,,
1297,142280,녹십자엠에스,"10,850","50","0.5","8,394","91,206,850","11,000","11,000","10,750","103,726,000,000","0.01","9,560,000",,,
1298,009440,KC그린홀딩스,"4,605","15","0.3","23,889","109,804,140","4,620","4,635","4,590","103,313,082,900","0.01","22,434,980",,,
1299,277070,린드먼아시아,"7,650","-410","-5.1","180,924","1,410,290,160","8,060","8,120","7,610","103,275,000,000","0.01","13,500,000",,,
1300,061250,화일약품,"7,160","50","0.7","61,969","442,959,810","7,170","7,230","7,020","103,182,459,280","0.01","14,410,958",,,
1301,004780,대륙제관,"6,470","-100","-1.5","12,332","79,604,420","6,540","6,560","6,400","102,893,697,530","0.01","15,903,199",,,
1302,043910,자연과환경,"3,030","150","5.2","5,103,086","15,327,294,150","2,930","3,130","2,885","102,866,551,710","0.01","33,949,357",,,
1303,067900,와이엔텍,"5,650","590","11.7","2,512,784","14,024,091,770","5,100","5,940","5,040","102,828,073,350","0.01","18,199,659",,,
1304,004450,삼화왕관,"47,700","100","0.2","381","18,254,850","47,500","48,250","47,500","102,763,878,300","0.01","2,154,379",,,
1305,040300,YTN,"2,445","25","1.0","137,752","339,111,210","2,455","2,530","2,420","102,690,000,000","0.01","42,000,000",,,
1306,122350,삼기오토모티브,"3,330","190","6.0","155,739","504,867,400","3,140","3,345","3,140","102,654,762,480","0.01","30,827,256",,,
1307,073490,이노와이어리스,"17,100","250","1.5","47,877","807,909,600","17,000","17,200","16,600","102,642,750,000","0.01","6,002,500",,,
1308,163560,동일고무벨트,"7,890","-30","-0.4","2,987","23,690,070","8,000","8,000","7,890","102,570,000,000","0.01","13,000,000",,,
1309,106240,파인테크닉스,"2,905","155","5.6","4,074,310","11,550,874,975","2,820","2,920","2,735","102,417,994,420","0.01","35,255,764",,,
1310,084730,팅크웨어,"9,820","-70","-0.7","83,830","826,434,990","9,910","9,970","9,800","102,380,197,240","0.01","10,425,682",,,
1311,099320,쎄트렉아이,"27,900","100","0.4","9,380","263,957,250","27,950","28,450","27,850","102,113,721,000","0.01","3,659,990",,,
1312,069540,라이트론,"7,900","-410","-4.9","93,133","746,390,960","8,210","8,330","7,880","102,083,934,300","0.01","12,922,017",,,
1313,088910,동우팜투테이블,"3,945","35","0.9","171,040","668,397,830","3,910","3,950","3,850","101,906,308,980","0.01","25,831,764",,,
1314,015230,대창단조,"50,900","-100","-0.2","6,917","352,495,700","51,000","52,300","50,500","101,800,000,000","0.01","2,000,000",,,
1315,014970,삼륭물산,"6,730","940","16.2","1,313,930","8,989,804,470","5,800","7,290","5,800","101,791,250,000","0.01","15,125,000",,,
1316,129260,인터지스,"3,420","110","3.3","43,757","146,886,140","3,310","3,440","3,300","101,737,729,080","0.01","29,747,874",,,
1317,033540,파라텍,"6,040","80","1.3","36,769","219,192,220","5,910","6,050","5,910","101,716,934,080","0.01","16,840,552",,,
1318,096690,제이스테판,"390","1","0.3","2,172,391","845,514,426","390","394","387","101,700,272,310","0.01","260,769,929",,,
1319,052420,오성첨단소재,"3,155","-110","-3.4","1,373,862","4,347,418,445","3,250","3,255","3,120","101,662,274,605","0.01","32,222,591",,,
1320,043340,에쎈테크,"1,410","20","1.4","149,468","209,282,085","1,365","1,420","1,365","101,520,000,000","0.01","72,000,000",,,
1321,008600,윌비스,"1,780","45","2.6","359,128","633,715,505","1,775","1,795","1,730","101,460,000,000","0.01","57,000,000",,,
1322,141020,포티스,"2,285","0","0.0","330,466","772,514,520","2,300","2,390","2,285","101,437,673,675","0.01","44,392,855",,,
1323,071670,에이테크솔루션,"10,100","-550","-5.2","127,306","1,301,397,550","10,700","10,700","10,050","101,000,000,000","0.01","10,000,000",,,
1324,099440,스맥,"3,710","-10","-0.3","117,810","436,309,660","3,705","3,725","3,680","100,987,995,640","0.01","27,220,484",,,
1325,002200,수출포장,"25,200","450","1.8","12,085","300,308,550","24,700","25,300","24,450","100,800,000,000","0.01","4,000,000",,,
1326,039420,케이엘넷,"4,150","-35","-0.8","392,297","1,646,351,845","4,200","4,300","4,130","100,242,129,500","0.01","24,154,730",,,
1327,001570,금양,"2,320","-55","-2.3","53,061","124,278,275","2,395","2,395","2,310","100,176,653,440","0.01","43,179,592",,,
1328,001750,한양증권,"7,860","40","0.5","5,143","40,221,280","7,820","7,870","7,790","100,046,277,240","0.01","12,728,534",,,
1329,033560,블루콤,"5,520","-80","-1.4","39,488","218,532,340","5,650","5,650","5,470","99,846,019,440","0.01","18,088,047",,,
1330,107590,미원홀딩스,"42,800","-50","-0.1","2,322","99,301,850","43,050","43,050","42,450","99,799,927,200","0.01","2,331,774",,,
1331,073570,에이티테크놀러지,"9,780","150","1.6","68,254","660,998,780","9,630","9,870","9,490","99,672,341,880","0.01","10,191,446",,,
1332,014160,대영포장,"935","6","0.6","17,602,457","16,458,195,022","932","942","928","99,656,879,630","0.01","106,584,898",,,
1333,005860,한일사료,"2,525","275","12.2","9,003,602","22,455,681,130","2,290","2,580","2,280","99,494,304,625","0.01","39,403,685",,,
1334,065940,바이오빌,"3,125","-130","-4.0","1,400,684","4,345,042,260","3,205","3,245","3,015","99,204,784,375","0.01","31,745,531",,,
1335,090850,이지웰페어,"10,000","90","0.9","74,839","751,725,730","9,910","10,300","9,810","98,930,000,000","0.01","9,893,000",,,
1336,101400,엔시트론,"1,090","-40","-3.5","1,495,663","1,657,156,695","1,125","1,145","1,090","98,800,646,550","0.01","90,642,795",,,
1337,042510,라온시큐어,"3,100","90","3.0","332,311","1,020,574,685","3,040","3,135","3,015","98,609,797,200","0.01","31,809,612",,,
1338,000220,유유제약,"15,450","200","1.3","63,732","987,115,450","15,400","15,650","15,100","98,394,669,150","0.01","6,368,587",,,
1339,012790,신일제약,"12,450","0","0.0","28,170","352,424,750","12,700","12,700","12,400","98,355,000,000","0.01","7,900,000",,,
1340,083420,그린케미칼,"4,915","-35","-0.7","17,849","87,233,790","4,950","4,950","4,850","98,300,000,000","0.01","20,000,000",,,
1341,083550,케이엠,"9,820","-40","-0.4","27,961","276,711,990","10,000","10,000","9,820","98,242,844,660","0.01","10,004,363",,,
1342,005110,한창,"2,845","-135","-4.5","1,362,206","3,888,024,275","2,950","2,950","2,780","98,034,685,705","0.01","34,458,589",,,
1343,045660,에이텍,"11,850","750","6.8","544,088","6,298,980,750","11,250","11,950","10,950","97,881,000,000","0.01","8,260,000",,,
1344,056730,포스링크,"2,220","-110","-4.7","584,905","1,326,129,285","2,355","2,355","2,220","97,403,696,580","0.01","43,875,539",,,
1345,080010,이상네트웍스,"10,800","-150","-1.4","23,223","248,118,900","10,950","10,950","10,700","97,362,000,000","0.01","9,015,000",,,
1346,019685,대교우B,"5,010","10","0.2","9,342","46,647,270","5,000","5,020","4,985","97,329,219,900","0.01","19,426,990",,,
1347,006580,대양제지,"3,620","235","6.9","465,255","1,665,514,435","3,445","3,690","3,405","97,197,000,000","0.01","26,850,000",,,
1348,010770,평화홀딩스,"6,640","740","12.5","635,331","4,241,564,920","6,020","7,000","5,910","97,113,094,240","0.01","14,625,466",,,
1349,071090,하이스틸,"48,500","4,100","9.2","241,394","11,738,633,350","44,500","52,500","44,350","96,997,284,000","0.01","1,999,944",,,
1350,004770,써니전자,"3,235","115","3.7","1,328,385","4,297,853,390","3,150","3,310","3,150","96,973,912,800","0.01","29,976,480",,,
1351,066360,체리부로,"3,475","70","2.1","233,402","806,650,320","3,420","3,505","3,400","96,856,482,275","0.01","27,872,369",,,
1352,102120,어보브반도체,"5,530","-10","-0.2","49,268","273,544,120","5,630","5,630","5,500","96,551,881,090","0.01","17,459,653",,,
1353,014580,백광소재,"3,500","170","5.1","211,462","731,524,755","3,380","3,530","3,360","96,540,850,000","0.01","27,583,100",,,
1354,900040,차이나그레이트,"767","29","3.9","201,440","153,508,431","725","775","725","96,539,649,219","0.01","125,866,557",,,
1355,035290,더블유에프엠,"4,350","455","11.7","769,383","3,344,711,840","4,000","4,890","3,960","96,456,356,250","0.01","22,173,875",,,
1356,027830,대성창투,"2,410","-20","-0.8","361,446","874,029,015","2,435","2,460","2,400","96,400,000,000","0.01","40,000,000",,,
1357,238090,앤디포스,"6,370","120","1.9","33,487","208,986,280","6,230","6,370","6,150","95,989,307,050","0.01","15,068,965",,,
1358,027740,마니커,"822","13","1.6","782,742","641,676,713","809","830","804","95,948,342,094","0.01","116,725,477",,,
1359,009770,삼정펄프,"38,350","450","1.2","1,175","44,695,250","38,500","38,800","37,850","95,873,887,850","0.01","2,499,971",,,
1360,100660,서암기계공업,"7,600","-160","-2.1","1,020,519","7,678,351,410","7,500","7,690","7,300","95,760,000,000","0.01","12,600,000",,,
1361,000890,보해양조,"991","12","1.2","409,453","404,358,344","980","994","980","95,701,411,086","0.01","96,570,546",,,
1362,095910,에스에너지,"7,200","0","0.0","82,829","597,757,040","7,270","7,310","7,150","95,600,642,400","0.00","13,277,867",,,
1363,014570,고려제약,"8,680","30","0.4","90,761","782,404,680","8,620","8,710","8,510","95,480,000,000","0.00","11,000,000",,,
1364,139050,데일리블록체인,"3,290","-105","-3.1","196,297","652,462,235","3,395","3,500","3,265","95,386,035,640","0.00","28,992,716",,,
1365,038160,팍스넷,"8,610","-50","-0.6","113,798","974,739,220","8,840","8,840","8,350","95,377,455,810","0.00","11,077,521",,,
1366,066110,한프,"2,690","160","6.3","1,440,005","3,858,101,835","2,550","2,785","2,545","95,345,454,830","0.00","35,444,407",,,
1367,008260,NI스틸,"3,350","85","2.6","163,233","543,698,615","3,285","3,380","3,260","95,229,947,500","0.00","28,426,850",,,
1368,120240,대정화금,"14,550","0","0.0","48,620","709,237,400","14,450","14,750","14,350","95,125,673,850","0.00","6,537,847",,,
1369,031510,오스템,"3,650","50","1.4","122,924","446,514,610","3,615","3,670","3,580","94,900,000,000","0.00","26,000,000",,,
1370,000590,CS홀딩스,"82,200","200","0.2","870","71,063,200","82,000","83,700","80,900","94,898,420,400","0.00","1,154,482",,,
1371,002720,국제약품,"5,250","70","1.4","86,153","449,764,470","5,200","5,270","5,160","94,799,811,750","0.00","18,057,107",,,
1372,024880,케이피에프,"6,330","120","1.9","294,648","1,860,394,040","6,210","6,540","6,120","94,763,935,980","0.00","14,970,606",,,
1373,014440,영보화학,"4,735","5","0.1","25,488","120,218,955","4,735","4,760","4,690","94,700,000,000","0.00","20,000,000",,,
1374,013310,아진산업,"3,180","60","1.9","120,794","381,459,125","3,130","3,185","3,120","94,549,620,300","0.00","29,732,585",,,
1375,104040,대성파인텍,"3,020","-300","-9.0","8,785,452","27,774,556,885","3,350","3,420","3,015","94,529,868,620","0.00","31,301,281",,,
1376,009310,참엔지니어링,"1,920","65","3.5","455,664","875,031,840","1,840","1,980","1,840","94,444,719,360","0.00","49,189,958",,,
1377,047080,한빛소프트,"3,810","5","0.1","113,922","436,587,460","3,820","3,895","3,810","94,411,175,160","0.00","24,779,836",,,
1378,196300,애니젠,"18,800","-200","-1.0","22,218","419,250,300","19,150","19,250","18,700","94,303,902,000","0.00","5,016,165",,,
1379,140520,대창스틸,"4,715","135","3.0","260,697","1,220,023,445","4,580","4,790","4,550","94,300,000,000","0.00","20,000,000",,,
1380,072520,케이디 네이쳐 엔 바이오,"1,745","-75","-4.1","928,944","1,646,965,490","1,875","1,875","1,730","94,241,883,450","0.00","54,006,810",,,
1381,079190,EMW,"2,965","-95","-3.1","304,712","910,702,220","3,060","3,080","2,925","94,240,144,105","0.00","31,784,197",,,
1382,039340,한국경제TV,"4,095","70","1.7","114,047","468,493,520","4,025","4,180","4,005","94,185,000,000","0.00","23,000,000",,,
1383,093240,형지엘리트,"4,910","-5","-0.1","91,984","455,111,630","4,930","5,040","4,890","94,050,058,180","0.00","19,154,798",,,
1384,087260,모바일어플라이언스,"6,270","-50","-0.8","124,721","783,175,870","6,230","6,440","6,230","94,050,000,000","0.00","15,000,000",,,
1385,084650,랩지노믹스,"10,400","150","1.5","61,710","646,355,150","10,350","10,650","10,250","94,009,905,600","0.00","9,039,414",,,
