순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
1386,900280,골든센츄리,"1,005","0","0.0","1,556,163","1,575,587,127","1,010","1,040","999","93,867,000,000","0.00","93,400,000",,,
1387,095500,미래나노텍,"4,025","55","1.4","19,011","76,166,310","4,050","4,050","3,970","93,740,370,325","0.00","23,289,533",,,
1388,007540,샘표,"32,550","350","1.1","3,136","102,164,850","32,900","32,900","32,350","93,607,290,000","0.00","2,875,800",,,
1389,053590,한국테크놀로지,"1,940","-60","-3.0","676,684","1,324,914,455","1,990","2,055","1,925","93,525,749,060","0.00","48,209,149",,,
1390,003610,방림,"22,100","100","0.4","5,357","118,850,800","22,000","22,350","22,000","93,514,138,900","0.00","4,231,409",,,
1391,018680,서울제약,"11,000","150","1.4","34,298","373,994,700","10,950","11,150","10,750","93,340,489,000","0.00","8,485,499",,,
1392,099220,SDN,"2,500","-50","-2.0","1,448,792","3,586,747,910","2,515","2,585","2,350","93,318,917,500","0.00","37,327,567",,,
1393,011330,유니켐,"1,700","40","2.4","214,394","358,622,855","1,645","1,700","1,645","93,221,038,500","0.00","54,835,905",,,
1394,049480,오픈베이스,"2,965","-25","-0.8","224,896","671,733,275","3,000","3,015","2,960","93,167,365,595","0.00","31,422,383",,,
1395,012170,키위미디어그룹,"533","4","0.8","980,279","525,590,370","536","542","528","93,147,249,494","0.00","174,760,318",,,
1396,043290,케이맥,"13,600","0","0.0","57,586","776,509,700","13,600","13,700","13,300","92,997,004,000","0.00","6,838,015",,,
1397,170920,엘티씨,"12,350","-150","-1.2","10,682","132,016,550","12,600","12,600","12,300","92,871,296,050","0.00","7,519,943",,,
1398,155660,DSR,"5,800","60","1.0","66,233","382,482,660","5,750","5,860","5,700","92,800,000,000","0.00","16,000,000",,,
1399,054340,피앤텔,"3,130","-5","-0.2","917,331","2,814,632,290","3,135","3,160","2,995","92,424,928,030","0.00","29,528,731",,,
1400,208860,엔지스테크널러지,"29,500","-600","-2.0","12,116","362,235,400","30,100","30,950","29,450","92,251,810,000","0.00","3,127,180",,,
1401,006660,삼성공조,"11,350","0","0.0","2,978","33,781,200","11,300","11,450","11,300","92,233,663,900","0.00","8,126,314",,,
1402,032850,비트컴퓨터,"5,540","40","0.7","86,066","477,601,310","5,530","5,620","5,500","92,093,043,220","0.00","16,623,293",,,
1403,065350,신성델타테크,"4,165","-175","-4.0","525,389","2,203,283,110","4,340","4,385","4,115","91,998,798,255","0.00","22,088,547",,,
1404,133750,메가엠디,"4,105","-200","-4.6","1,028,369","4,230,143,355","4,285","4,285","3,950","91,823,074,265","0.00","22,368,593",,,
1405,069410,엔텔스,"13,300","50","0.4","19,541","257,889,100","13,250","13,300","13,050","91,759,719,100","0.00","6,899,227",,,
1406,011320,유니크,"4,745","5","0.1","104,445","496,847,480","4,700","4,825","4,700","91,676,697,775","0.00","19,320,695",,,
1407,085810,알티캐스트,"4,315","-50","-1.2","58,764","252,158,135","4,365","4,400","4,265","91,577,935,400","0.00","21,223,160",,,
1408,024890,대원화성,"2,220","-10","-0.4","135,477","301,337,480","2,230","2,250","2,200","91,573,117,440","0.00","41,249,152",,,
1409,025950,동신건설,"10,900","250","2.4","252,936","2,804,517,800","10,750","11,800","10,500","91,560,000,000","0.00","8,400,000",,,
1410,017480,삼현철강,"5,830","-110","-1.8","266,149","1,572,820,150","6,000","6,130","5,760","91,547,848,700","0.00","15,702,890",,,
1411,092460,한라IMS,"7,980","160","2.0","40,791","325,673,870","7,830","8,080","7,830","91,446,825,960","0.00","11,459,502",,,
1412,234920,자이글,"6,750","-80","-1.2","74,291","502,339,320","6,830","6,870","6,610","91,333,642,500","0.00","13,530,910",,,
1413,069730,DSR제강,"6,330","250","4.1","194,078","1,200,345,600","6,140","6,330","6,090","91,152,000,000","0.00","14,400,000",,,
1414,092870,엑시콘,"10,250","0","0.0","51,949","535,103,600","10,350","10,400","10,100","91,055,875,000","0.00","8,883,500",,,
1415,131100,리켐,"24,500","0","0.0","10,569","256,825,600","24,500","25,200","23,900","90,892,501,000","0.00","3,709,898",,,
1416,001080,만호제강,"21,900","400","1.9","52,494","1,148,255,950","21,750","22,500","21,250","90,885,000,000","0.00","4,150,000",,,
1417,225650,쿠첸,"8,500","40","0.5","17,213","146,608,550","8,770","8,770","8,450","90,833,354,500","0.00","10,686,277",,,
1418,089010,켐트로닉스,"7,190","340","5.0","457,447","3,315,783,540","6,870","7,410","6,870","90,768,522,870","0.00","12,624,273",,,
1419,009070,KCTC,"3,020","70","2.4","53,320","158,897,030","2,950","3,020","2,910","90,600,000,000","0.00","30,000,000",,,
1420,018470,조일알미늄,"1,300","45","3.6","232,894","300,281,215","1,260","1,320","1,260","90,480,000,000","0.00","69,600,000",,,
1421,079960,동양이엔피,"11,500","0","0.0","2,719","31,161,050","11,500","11,500","11,400","90,390,000,000","0.00","7,860,000",,,
1422,033130,디지틀조선,"2,435","90","3.8","446,611","1,082,266,320","2,365","2,455","2,355","90,375,675,145","0.00","37,115,267",,,
1423,203400,에이비온,"7,370","-10","-0.1","1,155","8,209,270","7,000","7,390","6,830","90,374,831,360","0.00","12,262,528",,,
1424,090080,평화산업,"2,415","80","3.4","791,717","1,922,052,155","2,330","2,505","2,320","90,330,283,260","0.00","37,403,844",,,
1425,069920,아이에스이커머스,"3,540","15","0.4","7,594","26,826,075","3,525","3,580","3,485","90,319,889,220","0.00","25,514,093",,,
1426,081150,티플랙스,"3,720","-105","-2.8","3,198,826","12,183,821,420","3,830","4,010","3,630","90,278,455,440","0.00","24,268,402",,,
1427,133820,화인베스틸,"3,055","-5","-0.2","172,431","526,456,100","3,025","3,135","3,000","90,275,250,000","0.00","29,550,000",,,
1428,114450,KPX생명과학,"6,000","-90","-1.5","179,557","1,079,715,700","6,000","6,120","5,940","90,000,000,000","0.00","15,000,000",,,
1429,040610,SG&G,"2,640","55","2.1","155,556","408,832,595","2,595","2,665","2,595","89,990,197,440","0.00","34,087,196",,,
1430,053620,태양,"10,450","100","1.0","1,883","19,523,400","10,400","10,450","10,300","89,870,000,000","0.00","8,600,000",,,
1431,237750,피앤씨테크,"13,800","750","5.8","246,744","3,261,017,300","13,100","13,800","12,800","89,653,080,000","0.00","6,496,600",,,
1432,080520,오디텍,"7,620","0","0.0","39,458","300,540,790","7,630","7,670","7,580","89,509,160,580","0.00","11,746,609",,,
1433,006740,영풍제지,"4,025","-35","-0.9","292,471","1,181,699,885","4,055","4,145","3,950","89,355,000,000","0.00","22,200,000",,,
1434,059120,아진엑스텍,"13,100","100","0.8","30,610","399,930,200","13,200","13,250","12,950","89,155,469,100","0.00","6,805,761",,,
1435,047920,씨트리,"6,420","-90","-1.4","147,898","950,315,520","6,520","6,590","6,370","88,906,554,660","0.00","13,848,373",,,
1436,002920,유성기업,"3,425","45","1.3","25,710","89,332,815","3,440","3,440","3,370","88,870,187,500","0.00","25,947,500",,,
1437,065710,서호전기,"17,250","-50","-0.3","69,531","1,186,432,500","17,300","17,800","16,700","88,837,500,000","0.00","5,150,000",,,
1438,241790,오션브릿지,"9,730","40","0.4","23,772","228,600,820","9,690","9,810","9,500","88,786,055,400","0.00","9,124,980",,,
1439,050120,라이브플렉스,"1,065","-10","-0.9","1,299,431","1,391,526,335","1,085","1,095","1,060","88,653,852,510","0.00","83,243,054",,,
1440,072770,네오디안테크놀로지,"2,495","140","5.9","583,004","1,428,939,190","2,365","2,510","2,310","88,407,725,210","0.00","35,433,958",,,
1441,048430,유라테크,"7,670","-80","-1.0","17,812","137,053,680","7,700","7,780","7,650","88,358,400,000","0.00","11,520,000",,,
1442,136660,큐엠씨,"9,350","-40","-0.4","0","0","0","0","0","88,299,530,000","0.00","9,443,800",,,
1443,220260,켐트로스,"3,670","-45","-1.2","178,650","656,109,240","3,730","3,730","3,635","88,245,729,860","0.00","24,045,158",,,
1444,038070,서린바이오,"12,750","-50","-0.4","44,049","559,001,150","12,850","12,950","12,600","87,981,579,000","0.00","6,900,516",,,
1445,148140,비디아이,"16,650","-50","-0.3","91,514","1,506,962,800","16,450","16,800","16,250","87,920,325,000","0.00","5,280,500",,,
1446,145210,세화아이엠씨,"2,990","0","0.0","0","0","0","0","0","87,912,180,330","0.00","29,402,067",,,
1447,011500,한농화성,"5,600","130","2.4","47,430","264,465,310","5,480","5,620","5,480","87,567,435,200","0.00","15,637,042",,,
1448,043220,에이치엘비파워,"1,470","-5","-0.3","718,635","1,044,326,085","1,480","1,485","1,425","87,492,730,080","0.00","59,518,864",,,
1449,104540,코렌텍,"8,800","-20","-0.2","10,362","91,716,040","8,820","9,090","8,800","87,446,946,400","0.00","9,937,153",,,
1450,236030,씨알푸드,"44,000","-1,900","-4.1","0","0","0","0","0","87,120,000,000","0.00","1,980,000",,,
1451,017650,대림제지,"1,935","-80","-4.0","668,324","1,289,415,200","1,975","1,995","1,900","87,075,000,000","0.00","45,000,000",,,
1452,064520,바른전자,"1,310","0","0.0","709,469","931,135,935","1,310","1,330","1,295","87,009,559,410","0.00","66,419,511",,,
1453,101490,에스앤에스텍,"4,400","30","0.7","38,403","166,912,590","4,430","4,430","4,310","86,835,456,400","0.00","19,735,331",,,
1454,051490,나라엠앤디,"6,110","-210","-3.3","241,409","1,492,316,110","6,400","6,420","6,060","86,762,000,000","0.00","14,200,000",,,
1455,223310,이에스브이,"1,015","-70","-6.4","7,757,041","8,079,215,520","1,090","1,110","1,000","86,711,349,515","0.00","85,429,901",,,
1456,000910,유니온,"5,540","140","2.6","392,555","2,222,892,700","5,460","5,810","5,460","86,488,369,260","0.00","15,611,619",,,
1457,061040,알에프텍,"4,540","-20","-0.4","31,406","142,327,625","4,665","4,665","4,495","86,487,000,000","0.00","19,050,000",,,
1458,106190,하이텍팜,"12,200","550","4.7","19,363","233,185,400","11,650","12,450","11,600","86,483,140,400","0.00","7,088,782",,,
1459,000040,KR모터스,"722","19","2.7","557,699","399,106,180","703","728","690","86,466,479,574","0.00","119,759,667",,,
1460,052300,W홀딩컴퍼니,"724","24","3.4","13,156,781","9,457,081,507","702","737","687","86,143,809,288","0.00","118,983,162",,,
1461,057680,옴니텔,"3,970","-50","-1.2","148,063","588,316,280","4,050","4,050","3,945","86,143,600,800","0.00","21,698,640",,,
1462,046110,한일네트웍스,"7,200","300","4.4","82,540","584,386,080","6,810","7,230","6,810","86,070,434,400","0.00","11,954,227",,,
1463,023350,한국종합기술,"7,820","220","2.9","743,325","5,891,053,200","7,920","8,150","7,670","85,629,000,000","0.00","10,950,000",,,
1464,215380,우정바이오,"3,410","70","2.1","967,198","3,347,527,465","3,425","3,525","3,380","85,624,114,510","0.00","25,109,711",,,
1465,024840,갑을메탈,"2,740","-20","-0.7","783,845","2,172,948,690","2,735","2,820","2,700","85,601,699,040","0.00","31,241,496",,,
1466,03473K,SK우,"151,000","1,000","0.7","228","34,232,500","149,000","151,000","149,000","85,486,385,000","0.00","566,135",,,
1467,083450,GST,"9,160","310","3.5","83,021","762,460,620","8,870","9,370","8,870","85,350,544,200","0.00","9,317,745",,,
1468,010240,흥국,"6,900","420","6.5","1,300,852","9,090,049,990","6,750","7,380","6,670","85,026,602,400","0.00","12,322,696",,,
1469,025550,한국선재,"3,465","5","0.1","486,776","1,698,479,755","3,470","3,585","3,420","84,969,610,110","0.00","24,522,254",,,
1470,214610,미코바이오메드,"7,790","-110","-1.4","1,006","8,183,950","8,000","8,200","7,790","84,623,058,230","0.00","10,863,037",,,
1471,004410,서울식품,"250","3","1.2","2,680,893","668,373,182","247","252","247","84,352,500,000","0.00","337,410,000",,,
1472,081970,넥스지,"10,450","0","0.0","0","0","0","0","0","84,341,155,800","0.00","8,070,924",,,
1473,086670,비엠티,"10,350","300","3.0","31,758","323,771,970","10,050","10,400","9,890","84,316,575,150","0.00","8,146,529",,,
1474,071850,캐스텍코리아,"6,810","-190","-2.7","214,285","1,455,233,050","6,990","7,170","6,650","84,260,736,090","0.00","12,373,089",,,
1475,900080,에스앤씨엔진그룹,"729","7","1.0","268,650","194,569,859","723","732","716","84,009,719,430","0.00","115,239,670",,,
1476,207760,미스터블루,"3,440","-5","-0.2","181,593","624,796,630","3,485","3,500","3,375","83,725,269,040","0.00","24,338,741",,,
1477,143160,아이디스,"7,810","80","1.0","70,411","555,463,120","7,660","8,000","7,660","83,695,005,900","0.00","10,716,390",,,
1478,002140,고려산업,"3,340","115","3.6","465,533","1,550,574,925","3,230","3,420","3,220","83,297,679,500","0.00","24,939,425",,,
1479,134780,화진,"3,460","-35","-1.0","966,096","3,424,838,335","3,500","3,655","3,460","83,176,490,080","0.00","24,039,448",,,
1480,030350,드래곤플라이,"5,190","-50","-1.0","90,643","470,066,880","5,300","5,340","5,130","83,084,068,290","0.00","16,008,491",,,
1481,037440,희림,"5,960","80","1.4","132,535","792,948,990","5,910","6,120","5,900","82,977,951,000","0.00","13,922,475",,,
1482,138610,나이벡,"13,800","300","2.2","176,454","2,397,405,750","13,500","13,900","13,050","82,944,472,200","0.00","6,010,469",,,
1483,003547,대신증권2우B,"8,290","40","0.5","2,546","21,056,730","8,280","8,290","8,250","82,900,000,000","0.00","10,000,000",,,
1484,049430,코메론,"9,150","50","0.6","20,220","184,972,690","9,100","9,220","9,010","82,789,200,000","0.00","9,048,000",,,
1485,001000,신라섬유,"3,410","5","0.2","598,714","2,042,607,885","3,435","3,480","3,295","82,786,411,400","0.00","24,277,540",,,
1486,012280,영화금속,"1,820","35","2.0","408,875","743,871,120","1,790","1,865","1,785","82,720,830,920","0.00","45,451,006",,,
1487,054930,유신,"27,550","1,250","4.8","179,809","5,159,965,350","26,400","31,000","26,400","82,650,000,000","0.00","3,000,000",,,
1488,159910,스킨앤스킨,"804","34","4.4","1,193,632","950,935,472","760","815","760","82,607,812,140","0.00","102,746,035",,,
1489,092600,넥스트칩,"6,140","70","1.2","30,269","182,433,390","6,030","6,190","5,900","82,567,650,000","0.00","13,447,500",,,
1490,093520,매커스,"5,100","0","0.0","161,503","826,504,910","5,130","5,210","5,020","82,431,769,200","0.00","16,163,092",,,
1491,033230,인성정보,"4,300","80","1.9","37,339","160,459,635","4,350","4,350","4,240","82,380,565,300","0.00","19,158,271",,,
1492,214680,디알텍,"1,880","15","0.8","1,056,561","2,052,587,905","2,000","2,080","1,875","82,272,919,080","0.00","43,762,191",,,
1493,200710,에이디테크놀로지,"8,870","-160","-1.8","46,527","415,785,910","9,040","9,140","8,870","82,006,059,360","0.00","9,245,328",,,
1494,041020,인프라웨어,"2,185","-10","-0.5","360,446","785,907,180","2,210","2,245","2,140","81,857,004,600","0.00","37,463,160",,,
1495,058630,엠게임,"4,180","-145","-3.4","680,287","2,924,518,330","4,430","4,460","4,170","81,693,405,860","0.00","19,543,877",,,
1496,137950,제이씨케미칼,"4,220","80","1.9","89,510","368,975,475","4,150","4,245","4,055","81,627,460,000","0.00","19,343,000",,,
1497,045520,크린앤사이언스,"12,550","50","0.4","47,613","598,951,300","12,700","12,900","12,350","81,575,000,000","0.00","6,500,000",,,
1498,208350,지란지교시큐리티,"2,250","-75","-3.2","426,765","946,734,240","2,285","2,310","2,165","81,472,923,000","0.00","36,210,188",,,
1499,234100,세원,"22,400","3,050","15.8","278,815","6,182,830,850","19,150","24,150","19,150","81,379,200,000","0.00","3,633,000",,,
1500,033600,이젠텍,"6,830","-340","-4.7","156,742","1,089,421,490","7,240","7,250","6,710","81,190,231,680","0.00","11,887,296",,,
1501,047560,이스트소프트,"8,200","80","1.0","54,435","443,585,780","8,090","8,350","8,060","81,175,080,000","0.00","9,899,400",,,
1502,052220,iMBC,"3,525","35","1.0","230,971","815,306,030","3,540","3,615","3,490","81,075,000,000","0.00","23,000,000",,,
1503,226360,이엑스티,"3,080","70","2.3","205,999","646,235,745","3,130","3,250","3,000","81,073,527,920","0.00","26,322,574",,,
1504,182360,큐브엔터,"3,050","10","0.3","789,189","2,432,185,610","3,130","3,195","3,015","81,049,989,350","0.00","26,573,767",,,
1505,250000,보라티알,"12,000","-700","-5.5","97,620","1,181,924,300","12,600","12,600","11,800","81,008,796,000","0.00","6,750,733",,,
1506,126600,코프라,"3,830","10","0.3","54,793","208,556,980","3,820","3,860","3,780","80,872,878,220","0.00","21,115,634",,,
1507,053260,금강철강,"4,320","95","2.2","44,054","189,028,915","4,225","4,500","4,225","80,870,400,000","0.00","18,720,000",,,
1508,023450,동남합성,"61,400","-100","-0.2","34","2,082,000","61,500","61,500","61,100","80,738,114,200","0.00","1,314,953",,,
1509,219420,링크제니시스,"8,070","-400","-4.7","142,579","1,172,841,780","8,420","8,500","8,070","80,700,000,000","0.00","10,000,000",,,
1510,208140,정다운,"3,930","300","8.3","2,907,440","11,330,303,090","3,630","4,050","3,625","80,682,208,320","0.00","20,529,824",,,
1511,037070,파세코,"5,750","-140","-2.4","17,869","104,359,640","5,940","5,940","5,750","80,500,000,000","0.00","14,000,000",,,
1512,138080,오이솔루션,"10,400","200","2.0","21,986","224,794,000","10,250","10,400","10,100","80,491,132,800","0.00","7,739,532",,,
1513,065450,빅텍,"3,280","-165","-4.8","5,040,705","17,123,657,035","3,455","3,510","3,265","80,360,000,000","0.00","24,500,000",,,
1514,043710,서울리거,"3,795","-50","-1.3","98,043","368,115,310","3,910","3,910","3,630","80,132,593,860","0.00","21,115,308",,,
